Police Station,Year,Type,Date,Time,Place,Latitude,Longitude
Girinagar,2016,2 wheeler theft,11/9/2016,1:30:00 PM,"Opp.Shopper Stop, Service Road, Bannerughta Mainroad,, Bengaluru City,
Karnaka, 560078",12.8823007,77.6421299
J P Nagar,2015,2 wheeler theft,28/03/2015,11:00:00 AM,"No. 414, Inside the Ge, 5th Cross, Manjunhnagar, Bengaluru.",12.882304,77.546402
Basavanagudi,2019,Robbery,26/02/2019,17:30,"Behind maruthi school ,2nd cross ,annapoorneshwari layout ,bangalore",12.882334,77.576126
Basavanagudi,2017,Robbery,16/05/2017,7:14,"Sri nidhi layout,muniswamy compound,8th cross,8th main konanakunte bangalore",12.882357,77.77573462
J P Nagar,2017,2 wheeler theft,8/6/2017,2:45:00 PM,"No.237, 3rd Main BCMC Layout, Raghuvanahalli, Bengaluru.",12.882391,77.545366
Siddapura,2019,Kidnap,7/5/2019,15:00,"No.nill,8th cross,beereshwara nagar,konanakunte,bangalore",12.8824024,77.560456
K G Nagar,2016,Ordinary Theft,9/4/2016,,"No.205, 17th B Crossroad, 12nd Mainroad, 5th phase J P Nagar, Bengaluru City,
Karnaka, 560078",12.8824103,77.5581059
Subramanyapura,2015,Assault,15/12/2015,17:00,KOTTANUR BANGALORE,12.88242852,77.55732835
Subramanyapura,2015,Assault,15/12/2015,21:20,HARINAGARA ANJANAPURA MAIN ROAD BANGALORE,12.88242852,77.55732835
Subramanyapura,2015,Assault,25/12/2015,10:30,BEHIND CARMEL JYOTHI COLLAGE BEERESHWARA NAGARA BANGALORE,12.88242852,77.55732835
Banashankari,2018,Attempted Murder,11/4/2018,9:40,"No.7/1,9th main 14 th cross,kothanur main road ,shreenidhi layout bangalore",12.88245,77.575277
Konanakunte,2015,Ordinary Theft,24/04/2015,8:00,"7tm Main, Narayan nagar, Tippasandra, Bangalore.",12.882457,77.534879
Konanakunte,2015,Ordinary Theft,07/10/2015,19:00,"Bescom Powerr tc 204, BCCHS Layout, Vajarahalli, Bangalore.",12.882457,77.545721
Siddapura,2019,Kidnap,10/8/2019,15:30,"No.25,2nd main road,chuNchaghta main road,beereshwara nagar ,bangalore",12.882462,77.569158
Subramanyapura,2018,Assault,19/02/2018,17:00,"uma house,ganaphipura bangalore",12.882462,77.569158
Thalaghtappura,2019,Assault,07/02/2019,17:00,"Channakeshava bar and resturent,chunchaghta main road,bangalore",12.882462,77.569158
Konanakunte,2015,Ordinary Theft,04/11/2015,13:00,"5th & 7th Block, Banashankari 6th Stage, Bangalore.",12.882487,77.545321
Basavanagudi,2019,Robbery,22/08/2019,16:30,"No.141,3rd cross,old bank calony,chunchaghta main road,bangalore",12.882496,77.56783
Konanakunte,2015,Ordinary Theft,04/02/2015,10:30,"Near Chikkegoudanpalya, Turalli Foresrt, Bangalore.",12.882547,77.531487
Basavanagudi,2017,Robbery,1/8/2017,11:45:00 AM,SRINIVAS TAKES OPP TALLAKAIES ROAD CHIKKAGOWDANPALYA BENGALORE CITY,12.88255509,77.5563552
Basavanagudi,2017,Chain Snatching,6/9/2017,6:00:00 AM,CANRA BANK ROAD KONANNAKUTE BENGALORE CITY,12.88255509,77.5563552
Hanumantha Nagar,2015,2 wheeler theft,19/04/2015,10:30:00 PM,KUMARSWAMI LAYOUT BENGALORE CITY,12.88255509,77.5563552
J P Nagar,2015,2 wheeler theft,17/12/2015,6:00:00 PM,GOWDANAPLYA SUBRAMNAYAPUR POST BENGALORE CITY,12.88255509,77.5563552
J P Nagar,2016,2 wheeler theft,28/10/2016,13:00 PM,SRINIVAS TAKIES NEAR GOWDANPALY A BENGALORE CITY,12.88255509,77.5563552
J P Nagar,2017,2 wheeler theft,4/1/2017,15:05 PM,GOWDANAPALYA BENGALORE CITY,12.88255509,77.5563552
J P Nagar,2019,2 wheeler theft,28/08/2019,6:30:00 PM,"NO 289 7TH CROSS BESIDE SRINIVASA THEER,
CHIKKAGOWDANAPALYA, Bengaluru City",12.88255509,77.5563552
Shankarapua,2017,Kidnap,17/01/2017,16:30,"no 113, 1st 3rd cross,near shanivash takish chikkagowdanpalya b-61",12.88255509,77.5563552
Subramanyapura,2017,Assault,18/07/2017,14:40,"KRISHNNEGOUDA HOUSE NEAR , BRIGHT WAY SCHOOL ROAD GODANPALYA BANGALORE",12.88255509,77.5563552
Subramanyapura,2017,Assault,19/09/2017,15:00,MINT APPARTMENT RAJKUMAR VIGRA FRONT GOUDANA PALYA BANGALORE,12.88255509,77.5563552
Siddapura,2019,Rape,04/03/2019,20:00,"Krishmanachari apportmrnt, Near Adigas Hotel, 3 th cross, Raghuvanahalli, Bangalore.",12.882585,77.546078
J P Nagar,2016,2 wheeler theft,17/09/2016,13:50 PM,"J,P NAGAR 8TH CROSS BENGALORE CITY",12.88258998,77.55556213
J P Nagar,2016,2 wheeler theft,18/12/2016,15:15 AM,"J,P NAGAR 7TH PHASE BENAGALORE",12.88258998,77.55556213
Basavanagudi,2016,Chain Snatching,5/10/2016,7:10:00 AM,KUMPU NAGAR DODDAKALASANDRA BENGALORE CITY,12.88259022,77.55804118
Subramanyapura,2015,Assault,06/01/2015,10:00,KANKAPURA MAIN ROAD DODDAKALLASANDRABANGALORE,12.88259022,77.55804118
J P Nagar,2016,2 wheeler theft,27/10/2016,14:00 PM,NEAR BUS STOP UTTARAHALLI BENGALORE CITY,12.88273731,77.55652345
Shankarapua,2015,Kidnap,12/6/2015,11:45,Govt school uttarahalli b-61,12.88273731,77.55652345
Shankarapua,2016,Kidnap,25/06/2016,14:00,"no 176, 6th cross, 1st a block rayal laik jambusavari dinne bengaluru",12.88274382,77.55727251
Konanakunte,2015,Ordinary Theft,01/10/2015,18:40,DODDAKASANDRA BENGALORE CITY,12.88276934,77.55756281
J P Nagar,2019,2 wheeler theft,13/04/2019,6:00:00 PM,"MARUTHI LYT, VASANTHAPURA,BENGALORE CITY",12.88280504,77.56504176
Siddapura,2017,Rape,27/03/2017,17:00,NEAR DRVI SCHOOL PRASHANTJI NAGARA KUMARSWAMY LAYOUT BANGLORE,12.88280504,77.56504176
J P Nagar,2018,2 wheeler theft,5/24/2018,,"no 53, 13th cross, 5th main, srinidhi layout",12.88282219,77.565968
J P Nagar,2018,2 wheeler theft,5/24/2018,,"Foot Ph Infront Of
No-53, Sri Ranga, 13th
Cross, 5th Main, Srinidhi
Layout, Bengaluru City
Karnaka",12.88282219,77.565968
Basavanagudi,2015,Chain Snatching,6/5/2015,5:15:00 AM,HANAM NAGAR CHIKKALASANDRA BENGALORE CITY,12.88287492,77.5704189
Siddapura,2018,Kidnap,1/6/2018,19:15,"No.34,5th main,12th cross,shreyas calony,jp,nagar 7th stage,bangalore",12.88288,77.578462
Banashankari,2018,Murder,10/6/2018,3:00 AM,NO NEAR CANARA BANK KONANAKUNTE CROSS BANGLORE,12.88289563,77.56647782
J P Nagar,2017,2 wheeler theft,23/10/2017,16:00 PM,VASANTAPUR MAIN ROAD KONANNAKUNTE BENGALORE CITY,12.88289563,77.56647782
Shankarapua,2015,Kidnap,18/08/2015,13:00,"no 48, 5th cross, laxshmi vallabhanagar near laxshmi temple konanakunte -62",12.88289563,77.56647782
Banashankari,2015,Attempted Murder,22/05/2015,19:45PM,REAL ESTEE OFFICE NAGARAJA CANARA BANK ROAD KONANAKUNTE CROSS BANGLORE 62,12.88290759,77.56690606
Shankarapua,2018,Kidnap,19/05/2018,15:45,"no.68, 4th cross, kailas nagar, doddakallasandra, bengalore.",12.88290759,77.56690606
Siddapura,2019,Kidnap,28/01/2019,8:15,no nill kamal rent house leadas school bag garments 1st cross balaji layout bengaluru,12.88292452,77.58206937
Subramanyapura,2015,Assault,02/01/2015:,11:30,BHUVANESHWARINAGARA UTTARAHALLI,12.88292452,77.58206937
Subramanyapura,2017,Assault,15/01/2017,12:15,BHUVANESHWARINAGARA ROAD BHUVANESWARA,12.88292452,77.58206937
Subramanyapura,2017,Assault,29/03/2017,10:15,FIRST CROSS AREHALLI UTTAHALLI BANGALORE,12.88292452,77.58206937
Subramanyapura,2017,Assault,12/04/2017,12:20,VALANT AREA CHIKKALASANDRA BUS STOP CHIKKALLASANDRA,12.88292452,77.58206937
Subramanyapura,2019,Assault,28/01/2019,13:00,NO137 BHUVANESHWARA TEMPLE NEAR BHUVANESWARI NAGARA BAENGALORE,12.88292452,77.58206937
Subramanyapura,2019,Assault,29/11/2019,10:00,ARPITA BARA UTTRAHALLI BENGALORE CITY,12.88292452,77.58206937
Subramanyapura,2019,Assault,15/12/2019,11:15,NO329 6TH CROSS BHUVANESWARA NAGARA SUBRAMANYA PURA POST BENGALORE CITY,12.88292452,77.58206937
Basavanagudi,2016,Chain Snatching,28/05/2016,7:30:00 AM,AREHALLI SUBRAMANYAPUR BENGALORE CITY,12.88293147,77.56708988
Basavanagudi,2017,Chain Snatching,17/06/2017,3:00:00 PM,AGS UTTRAHALLI BENGALORE CITY,12.88293147,77.56708988
Basavanagudi,2019,Chain Snatching,10/11/2019,6:45:00 PM,"RAJHADRI HOTEL OPP UTTARAHALLI LAKE, UTTARAHALLI,
Bengaluru City,",12.88293147,77.56708988
J P Nagar,2017,2 wheeler theft,11/2/2017,,SHANTI SAGAR CROSS UTTRAHALLI MAIN ROAD BENGALORE CITY,12.88293147,77.56708988
J P Nagar,2017,2 wheeler theft,15/07/2017,23:00 AM,1ST CROSS AREHALLI BENGALORE CITY,12.88293147,77.56708988
Konanakunte,2016,Ordinary Theft,21/01/2016,,ITTAMADU MAIN ROAD AREHALLI BENGALORE CITY,12.88293147,77.56708988
Konanakunte,2019,Ordinary Theft,24/01/2019,6:30,"OPPOSITE AREHALLI ARCH, AREHALLI, Bengaluru City,",12.88293147,77.56708988
J P Nagar,2018,2 wheeler theft,4/10/2018,,"In front of No 49, 4th
Cross, 5th Main
Navodayangar
Kothanuru village J P
Nagar 7th Phase
Bengaluru City
Karnaka 560078",12.88295219,77.5798522
Siddapura,2018,Rape,23/03/2018,22:30,"Venkesh @vajra terrus,chunchaghta main road ,bangalore",12.88296,77.570727
Hanumantha Nagar,2015,2 wheeler theft,18/04/2015,8:30:00 PM,DODDAKASANDRA KANAKAPUR ROAD BENGALORE CITY,12.88296498,77.55735933
Konanakunte,2017,Ordinary Theft,25/07/2017,15:45,KANAKAPUR MAIN ROAD DODDAKALASANDRA BENGALORE CITY,12.88296498,77.55735933
Basavanagudi,2016,Chain Snatching,20/12/2016,1:45:00 PM,"1ST CROOS J,P NAGAR 8TH PHASE BENGALORE CITY",12.88298531,77.55735737
J P Nagar,2016,2 wheeler theft,10/12/2016,12:35:00 PM,"J,P NAGAR 8TH PHASE BENAGALORE",12.88298531,77.55735737
J P Nagar,2016,2 wheeler theft,14/10/2016,10:15:00 AM,CHUCHAGTA MAIN ROAD BENAGALORE CITY,12.88304431,77.56852243
Subramanyapura,2019,Assault,23/11/2019,11:45,"Hil side college PG near, gubbalala, Bangalore.",12.883127,77.546741
J P Nagar,2017,2 wheeler theft,19/06/2017,15:00 PM,GUMAIH LAYOUT CHIKKALASANDRA BENGALORE CITY,12.88314101,77.55793904
J P Nagar,2017,2 wheeler theft,3/7/2017,14:30 PM,KANAKAPUR MAIN KONANNAKUNTE CROSS BENGALORE CITY,12.8831411,77.56498259
Konanakunte,2016,Ordinary Theft,12/4/2016,6:00,KANAKAPUR MAIN ROAD KONANNAKUTE BENGALORE CITY,12.8831411,77.56498259
Konanakunte,2017,Ordinary Theft,14/06/2017,13:45,CANARA BANK OPP KONANNAKUNTE CROSS BENGALORE,12.8831411,77.56498259
Konanakunte,2017,Ordinary Theft,16/08/2017,14:00,KONANNAKUNTE SINGLE KANAKAPUR MAIN ROAD BENGALORE CITY,12.8831411,77.56498259
Hanumantha Nagar,2015,2 wheeler theft,7/2/2015,8:30:00 PM,KONANNAKUTE CROSS BENGALORE CITY,12.88316591,77.56520086
J P Nagar,2016,2 wheeler theft,23/02/2016,13:10 PM,VASANTAPUR KONANNAKUTE CROSS BENGALORE CITY,12.88316591,77.56520086
K S Layout,2018,4 Wheeler Theft,21/12/2018,17:30,"LAVABLE GARMENTS, CANARA BANK ROAD
KONANAKUNTE CROSS, Bengaluru City",12.88316591,77.56520086
Konanakunte,2015,Ordinary Theft,05/12/2015,23:10,KANAKAPUR MAIN ROAD BENGALORE CITY,12.88316724,77.55773978
Konanakunte,2017,Ordinary Theft,30/11/2017,11:30,BEHIND SINDICE BANK DODDAKALASANDRA BENGALORE CITY,12.88316724,77.55773978
Konanakunte,2018,Ordinary Theft,14/02/2018,11:30,Near someshwara kalyana mantap bangalore,12.883196,77.566016
J P Nagar,2018,2 wheeler theft,4/12/2018,1:00:00 PM,"Gundu Thopu Raja Garden, OPP, Turaghalli, Bengaluru.",12.883216,77.543523
J P Nagar,2016,2 wheeler theft,26/12/2016,12:10:00 PM,SRINIDI LAYOUT HARI NAGAR BENGALORE CITY,12.8832233,77.56579153
J P Nagar,2016,2 wheeler theft,28/12/2016,18:00 PM,SRINIDI LAYOUT KONANNAKUTE BENGALORE CITY,12.8832233,77.56579153
J P Nagar,2017,2 wheeler theft,3/14/2017,,"Near Park,
Gowravanagara J P
Nagar 7th Phase
Bengaluru City
Karnaka 560062",12.883242,77.575999
K S Layout,2017,4 Wheeler Theft,2/12/2017,,"No 6, 1st cross, gowrav Nagara",12.883242,77.575999
K S Layout,2019,2 wheeler theft,23/01/2019,11:30:00 AM,"No 16/03, 14th main, 4th cross, Hanumanthanagar, bangalore",12.88325,77.608371
Banashankari,2016,Murder,1/1/2016,,NO 03.3RD FLOOR 1ST MAIN SREYUS COLONY JP NAGARA 7TH PHASE BANGLORE -56,12.88328789,77.58130555
Hanumantha Nagar,2015,2 wheeler theft,25/01/2015,9:30:00 PM,"J,P NAGAR BENGALORE",12.88328789,77.58130555
Subramanyapura,2015,Assault,29/03/2015,19:00,NO.12 11TH CROSS SHREYAS COLONY JP NAGAR BANGALORE,12.88328789,77.58130555
Subramanyapura,2015,Assault,29/03/2015,12:15,NO.22 KHA NO 856 5TH MAIN ROADNAVODAYANAGARA KOTTANUR BANGALORE,12.88328789,77.58130555
Subramanyapura,2015,Assault,04/02/2015,19:45,METAL CLOSEX PVT LTD KANAKAPURA MAIN ROAD BANGALORE,12.88332979,77.55808014
Subramanyapura,2016,Assault,02/06/2016,13:00,DODDAKALLASANDRA BANGALORE,12.8833525,77.55998912
Subramanyapura,2017,Assault,05/03/2017,18:30,GAVIPURA HOTEL NEAR GAVIPURA GUTTAHALLI BANGALORE NAGARA,12.88339446,77.55687281
Thalaghtappura,2019,Assault,09/04/2019,21:10,"Church road,3rd cross,kothanur dinne jp nagar 8th stage,bangalore",12.883437,77.583593
Siddapura,2017,Rape,20/10/2017,10:00,"Shivu residing home ,shreenidhi layout,chunchaghta main road,brigade milenium road bangalore",12.8834428,77.569808
Subramanyapura,2018,Assault,23/03/2018,11:55,"Jambusavari dinne jp nagar 8th stage,bangalore",12.8834428,77.569808
J P Nagar,2016,2 wheeler theft,20/05/2016,21:30 PM,SOWDHAMINI LAYOUT KONANNAKUTE BENGALORE CITY,12.88350116,77.56902319
Subramanyapura,2016,Assault,30/05/2016,12:50,KONANUKUNTE BANGALORE,12.88350116,77.56902319
Subramanyapura,2016,Assault,05/09/2016,21:10,VINUTA BAR RESTAUARANT AJANPURAQ MAIN JROAD SOUDHA MITI LAYOUT,12.88350116,77.56902319
Siddapura,2017,Kidnap,17/02/2017,10:50,"House No.79,4th cross,soudhamini layout telephone exchage road,konanakuntebangalore",12.883525,77.563547
Subramanyapura,2015,Assault,24/04/2015,15:10,"Near Hillside College, Raghuvanahalli, Bangalore.",12.883543,77.547526
J P Nagar,2017,2 wheeler theft,5/22/2017,,"FRONT OF NO 11, B
CROSS, NEW BANK
COLONY NEAR
SOUDHAMINI Bengaluru
City Karnaka 560062",12.883568,77.56841
J P Nagar,2016,2 wheeler theft,29/06/2016,12:30:00 PM,"J,P NAGAR 7TH CROSS BENGALORE CITY",12.88356994,77.58060915
J P Nagar,2016,2 wheeler theft,17/11/2016,20:45 PM,"SHEYAES COLONEY J,P NAGAR BENGALORE CITY",12.88356994,77.58060915
Konanakunte,2015,Ordinary Theft,21/06/2015,11:30,"Front Off Krishnappa House, chikkegoudanapalya, Bangalore.",12.883578,77.546789
Konanakunte,2017,Ordinary Theft,27/03/2017,,"Konanakunte ,bangalore",12.88365,77.567108
Konanakunte,2017,Ordinary Theft,4/20/2017,,"Konanakunte cross,kanakapura main road, bangalore",12.88365,77.567108
Konanakunte,2017,Ordinary Theft,20/04/2017,16:00,"Konanakunte &harinagar bus stand middle, bangalore-62",12.88365,77.567108
Subramanyapura,2018,Assault,12/02/2018,16:30,"BIG bazar RBI layout,bangalore",12.88365,77.567108
Thalaghtappura,2019,Assault,25/07/2019,16:45,"Harinagar bus stop,bangalore",12.88365,77.567108
Siddapura,2019,Kidnap,29/05/2019,21:00,"Prhana school, Gowdanapalya, uttarahalli, bengalore.",12.8836526,77.58177943
Subramanyapura,2019,Assault,22/03/2019,21:00,NEELA BAR UTTARAHALLI MAIN ROAD GOUDANA PALYA BENGALORE CITY,12.8836526,77.58177943
Banashankari,2016,Attempted Murder,3/12/2016,7:00,"Near Somapura Market, Near Shanimahman Temple, Subramanyapura Main Road, Gubballa Bangalore.",12.88374,77.501315
Basavanagudi,2017,Chain Snatching,31/10/2017,11:15:00 AM,"NEAR BIPS SCHOOL ,UTTRAHALLI MAIN CHIKKALASANDRA BENGALORE CITY",12.88376625,77.56842522
J P Nagar,2016,2 wheeler theft,29/03/2016,6:00:00 PM,UTTARAHALLI BENGALORE CITY,12.88376625,77.56842522
J P Nagar,2018,2 wheeler theft,27/10/2018,1:00:00 PM,"SOUTH GRAND HOTEL, UTTARAHALLI MAIN ROAD SUBRAMANYAPURA
POST, Bengaluru City,",12.88376625,77.56842522
K S Layout,2017,4 Wheeler Theft,27/07/2017,14:50,NANDIVINAYA APPARTMENT OPP ANKANPPA LAYOUT BENGALORE CITY,12.88376625,77.56842522
Konanakunte,2017,Ordinary Theft,27/08/2017,17:15,SINHADRI SPRINING APPARTMENT GE NAER UTTARAHALLI,12.88376625,77.56842522
Shankarapua,2016,Kidnap,18/07/2016,20:00,"no 49, near kavith medical stor 1st cross, gowdanpalaya uttrahlli main road, b-61",12.88376625,77.56842522
Subramanyapura,2016,Assault,03/08/2016,14:00,UTTARAHALLI BANGALORE,12.88376625,77.56842522
Subramanyapura,2019,Assault,01/07/2019,21:00,MASALA HOTEL OPPOSITE UTTARAHALLI MAIN ROAD UTTARAHALLLI BENGALORE CITY,12.88376625,77.56842522
Konanakunte,2016,Ordinary Theft,18/02/2016,11:45,"No.6/1, 6/2, Windfall apt, BDA Layout, Shrinagar, Anjanapura Post, Bangaore.",12.88381,77.546289
Konanakunte,2016,Ordinary Theft,19/11/2016,12:00,"Near purvankara Appartment, Kanakapura Main Road, Nice Road Bangalore.",12.883891,77.5413
J P Nagar,2015,2 wheeler theft,19/11/2015,11:00:00 AM,KANAKAPUR MAINROAD DODDA KALASANDRA BENGALORE CITY,12.88390463,77.55721217
Hanumantha Nagar,2015,2 wheeler theft,22/01/2015,10:00:00 PM,KONANNAKUTE BENGALORE CITY,12.88398975,77.56552231
Subramanyapura,2015,Assault,05/04/2015,11:15,NO.707 1ST CROSS KONANUKUNTE KANAKAPURA MAIN ROAD,12.88398975,77.56552231
Siddapura,2018,Kidnap,3/11/2018,9:00,"1 st main road ,near hanuman temple road,siddapur garden,chunchaghta main road ,bangalore",12.884005,77.56634
J P Nagar,2019,2 wheeler theft,6/20/2019,,"Infront Of House,Behind
B.B.M.P Office
Kothanuru Bengaluru
City Karnaka",12.884022,77.583093
Siddapura,2017,Kidnap,16/04/2017,17:00,"No.20,krishna nagar,someshawara building,4th stage,kothanur main road,bangalore",12.884022,77.583093
Banashankari,2019,Robbery,9/9/2019,14:45,"OPP JALABHAVAN, 46TH CROSS, 8TH BLOCK, JAYANAGAR",12.88411,77.49496
Konanakunte,2019,Ordinary Theft,13/08/2019,17:00,"Gubbalala, Behand Shooting House , Bangalore.",12.88411,77.548118
J P Nagar,2016,2 wheeler theft,30/09/2016,11:30:00 AM,KRISHAN NAGAR KOTANURU BENGALORE CITY,12.88412834,77.58206799
J P Nagar,2019,2 wheeler theft,6/11/2019,4:00:00 PM,"no-77, thimmarayappa building, sahara layout, Gubbalala, Bangalore.",12.884141,77.546082
Puttenahalli,2016,Kidnap,14/04/2016,6:10,"Near Foundion
Coaching Center, Dollars
Colony, J P Nagar,
Bengaluru City,
Karnaka",12.8842378,77.5595444
Puttenahalli,2016,Kidnap,7/2/2016,,"PandurangaNagara
Public Park 12th Cross Near
KEB, office Jp Nagara 7th
Phase, Bengaluru City,
Karnaka-560078",12.8842383,77.5748654
Konanakunte,2018,Ordinary Theft,20/06/2018,13:00,"Front Of KSIT college, Raghuvanahalli, Bengaluru.",12.884297,77.543971
Konanakunte,2018,Ordinary Theft,11/11/2018,13:00,"IMG Elegent Apt, Raghvanapalya , Bengaluru.",12.884331,77.549177
Girinagar,2016,2 wheeler theft,16/10/2016,10:15:00 AM,"Beside Titan Showroom,, Bannerughta Mainroad, Bengaluru City, Karnaka,
560076",12.8843862,77.5612567
Konanakunte,2016,Ordinary Theft,03/03/2016,11:30,"Punchar Shop, Ganigarapaya, Talaghtapura Bangalore.",12.884451,77.546187
Konanakunte,2016,Ordinary Theft,29/12/2016,15:20,"Venkesh Farm, Nagegoudanpalya, Bangalore.",12.884496,77.541287
J P Nagar,2018,2 wheeler theft,12/6/2018,11:30:00 AM,"No.06, 80 Feety Road, Ramanjaney Nagar, Gubbalal, Bengaluru.",12.884507,77.540898
C K Achuktu,2018,2 wheeler theft,3/10/2018,7:30:00 PM,"IN FRONT OF
NO-9/34,47TH A CROSS,
2ND FLOOR,, OPP GELLI
APARTS JAYANAGAR
8TH BLOCK, Bengaluru",12.88452,77.49324
C K Achuktu,2018,2 wheeler theft,27/11/2018,6:00:00 PM,"IN FRONT OF
SHASTRY'S BAKERY,
46TH CROSS,,
JAYANAGAR 8TH BLOCK,
Bengaluru City,",12.88456,77.49395
J P Nagar,2018,2 wheeler theft,12/28/2018,,"no,11 near marhi
school kothanour main
road Bengaluru City
Karnaka 560062",12.884587,77.569498
Konanakunte,2018,Ordinary Theft,14/01/2018,10:00,"No.08,perundevi nilaya,7th cross,old bank calony,bangalore",12.884587,77.569498
Subramanyapura,2018,Assault,10/03/2018,16:00,"Infront of No.30 Eshwari temple road,doddakallasandra,bangalore",12.884587,77.569498
Konanakunte,2019,Ordinary Theft,03/07/2019,19:00,"Bhumi spirit gubbala ge,kanakapura main road,bangalore",12.884592,77.551678
Konanakunte,2017,Ordinary Theft,06/10/2017,18:25,"Kanakapura main road,JMC building,doddakallasandra,bangalore",12.884707,77.55162
Konanakunte,2017,Ordinary Theft,08/12/2017,19:15,"No.47, Pradnya Barhi School, Doddakalasandra, Bengaluru City",12.884707,77.55162
J P Nagar,2017,2 wheeler theft,23/10/2017,5:15:00 PM,"No.259, Marutinagar, Subramanyapura Post, Gubbalal Main Road, Bengaluru.",12.884743,77.54812
J P Nagar,2018,2 wheeler theft,23/09/2018,9:45:00 AM,"Yashavant' House, Sahara Layout, Gubbala, Bengaluru.",12.88495,77.539897
Basavanagudi,2015,Robbery,29/10/2015,12:50:00 PM,SUBRAMANYA NAGAR KONANNAKUNTE BENGALORE CITY,12.88496438,77.55767556
J P Nagar,2016,2 wheeler theft,14/06/2016,12:15:00 PM,CHUCHAGTA MAIN ROAD BENAGALORE CITY,12.88496438,77.55767556
K S Layout,2015,4 Wheeler Theft,14/04/2015,8:00,"SUPRAJA NAGAR CHUCHAGTA MAIN ROAD,KONANNAKUTE BENGALORE CITY",12.88496438,77.55767556
Subramanyapura,2016,Assault,14/06/2016,15:30,CHUNCHANKTE BANGALORE,12.88496438,77.55767556
K S Layout,2019,4 Wheeler Theft,10/13/2019,,"No 132, 4th main, 4th cross, gowrav Nagara",12.884996,77.580771
Konanakunte,2019,Ordinary Theft,11/03/2019,15:00,"No.10,1st cross,gourava nagar,kothanur main road,jp nagar 7th stage,bangalore",12.885016,77.577965
Konanakunte,2017,Ordinary Theft,21/02/2017,14:30,"Near KSIT College, Raghuvanahalli, Bangalore.",12.885124,77.546871
Basavanagudi,2017,Robbery,31/05/2017,21:00,"No.46/47,Sri rhna nivas ,arunodaya road,behind srinivas temple ,chunchaghta main road bangalore",12.885163,77.570415
Banashankari,2019,Attempted Murder,18/02/2019,10:30 AM,9TH CROSS 10 TH MAIN NEAR FINANCE RK LAYOUT PADMANABHANAGARA BANGLORE,12.88520621,77.56866459
Konanakunte,2018,Ordinary Theft,18/12/2018,11:00,"surabhi hotel,konanakunte cross, bangalore",12.885353,77.567029
Siddapura,2019,Kidnap,29/05/2019,21:30,"No.63,4th crosss,old bank calony,konanakunte bangalore",12.885465,77.569815
Banashankari,2015,Attempted Murder,2/1/2015,13:15:00,"Near Ramanna Vhar Anjaneya Temple Road, Gubbalala, Bengalore",12.885536,77.542507
Konanakunte,2015,Ordinary Theft,15/01/2015,17:00,"Near Anjaney svamy Temple, Gubbalal Circle, Gubbala, Bangalore.",12.885537,77.542174
J P Nagar,2017,2 wheeler theft,6/21/2017,,"In front of NO.17, 9th
Cross, Chunchagta
main road, Krishna
nagara, J P Nagar
Bengaluru City
Karnaka 560078",12.885572,77.574967
